930			8.96646e-27			0			
930.172			6.8118e-27			0			
930.345			7.53646e-27			0			
930.517			8.00991e-27			0			
930.69			6.57991e-27			0			
930.862			7.05335e-27			0			
931.034			6.69586e-27			0			
931.207			7.05335e-27			0			
931.379			8.3674e-27			0			
931.552			7.29491e-27			0			
931.724			8.60896e-27			0			
931.897			6.8118e-27			0			
932.069			7.76835e-27			0			
932.241			8.25146e-27			0			
932.414			5.85525e-27			0			
932.586			7.53646e-27			0			
932.759			7.41085e-27			0			
932.931			8.60896e-27			0			
933.103			7.41085e-27			0			
933.276			7.89396e-27			0			
933.448			8.49301e-27			0			
933.621			7.29491e-27			0			
933.793			8.00991e-27			0			
933.966			7.89396e-27			0			
934.138			7.29491e-27			0			
934.31			7.41085e-27			0			
934.483			7.53646e-27			0			
934.655			7.53646e-27			0			
934.828			7.41085e-27			0			
935			8.49301e-27			0			
935.172			8.25146e-27			0			
935.345			8.49301e-27			0			
935.517			6.93741e-27			0			
935.69			6.8118e-27			0			
935.862			7.53646e-27			0			
936.034			6.57991e-27			0			
936.207			8.49301e-27			0			
936.379			6.8118e-27			0			
936.552			6.93741e-27			0			
936.724			8.3674e-27			0			
936.897			8.00991e-27			0			
937.069			7.29491e-27			0			
937.241			6.57991e-27			0			
937.414			8.49301e-27			0			
937.586			7.76835e-27			0			
937.759			7.29491e-27			0			
937.931			7.17896e-27			0			
938.103			6.4543e-27			0			
938.276			8.00991e-27			0			
938.448			7.76835e-27			0			
938.621			7.65241e-27			0			
938.793			6.69586e-27			0			
938.966			7.65241e-27			0			
939.138			7.76835e-27			0			
939.31			7.53646e-27			0			
939.483			7.53646e-27			0			
939.655			7.41085e-27			0			
939.828			8.60896e-27			0			
940			8.25146e-27			0			
940.172			9.09206e-27			0			
940.345			7.89396e-27			0			
940.517			8.00991e-27			0			
940.69			8.3674e-27			0			
940.862			8.25146e-27			0			
941.034			8.49301e-27			0			
941.207			7.89396e-27			0			
941.379			8.60896e-27			0			
941.552			9.44956e-27			0			
941.724			9.56551e-27			0			
941.897			8.13551e-27			0			
942.069			8.25146e-27			0			
942.241			8.85051e-27			0			
942.414			8.96646e-27			0			
942.586			8.85051e-27			0			
942.759			9.20801e-27			0			
942.931			8.96646e-27			0			
943.103			9.32395e-27			0			
943.276			8.96646e-27			0			
943.448			8.7249e-27			0			
943.621			9.32395e-27			0			
943.793			9.44956e-27			0			
943.966			1.04351e-26			0			
944.138			1.01452e-26			0			
944.31			9.44956e-27			0			
944.483			9.56551e-27			0			
944.655			1.01452e-26			0			
944.828			9.95199e-27			0			
945			1.00486e-26			0			
945.172			1.0725e-26			0			
945.345			1.01452e-26			0			
945.517			1.06283e-26			0			
945.69			1.05317e-26			0			
945.862			1.00486e-26			0			
946.034			1.02419e-26			0			
946.207			9.75875e-27			0			
946.379			1.0725e-26			0			
946.552			1.04351e-26			0			
946.724			1.12081e-26			0			
946.897			1.10148e-26			0			
947.069			1.16912e-26			0			
947.241			1.15946e-26			0			
947.414			1.14979e-26			0			
947.586			1.24641e-26			0			
947.759			1.22709e-26			0			
947.931			1.2754e-26			0			
948.103			1.22709e-26			0			
948.276			1.30439e-26			0			
948.448			1.32371e-26			0			
948.621			1.30439e-26			0			
948.793			1.31405e-26			0			
948.966			1.3527e-26			0			
949.138			1.37202e-26			0			
949.31			1.34304e-26			0			
949.483			1.34304e-26			0			
949.655			1.37202e-26			0			
949.828			1.44932e-26			0			
950			1.47831e-26			0			
950.172			1.47831e-26			0			
950.345			1.56526e-26			0			
950.517			1.60391e-26			0			
950.69			1.65222e-26			0			
950.862			1.7102e-26			0			
951.034			1.67155e-26			0			
951.207			1.74885e-26			0			
951.379			1.76817e-26			0			
951.552			1.85513e-26			0			
951.724			1.77783e-26			0			
951.897			1.89378e-26			0			
952.069			1.95175e-26			0			
952.241			1.98074e-26			0			
952.414			2.00006e-26			0			
952.586			2.09668e-26			0			
952.759			2.11601e-26			0			
952.931			2.17398e-26			0			
953.103			2.21263e-26			0			
953.276			2.31891e-26			0			
953.448			2.32857e-26			0			
953.621			2.40587e-26			0			
953.793			2.39621e-26			0			
953.966			2.52182e-26			0			
954.138			2.57013e-26			0			
954.31			2.61844e-26			0			
954.483			2.67641e-26			0			
954.655			2.73438e-26			0			
954.828			2.80202e-26			0			
955			2.85999e-26			0			
955.172			2.88898e-26			0			
955.345			2.95661e-26			0			
955.517			3.07256e-26			0			
955.69			3.14019e-26			0			
955.862			3.1885e-26			0			
956.034			3.32377e-26			0			
956.207			3.38175e-26			0			
956.379			3.43972e-26			0			
956.552			3.51702e-26			0			
956.724			3.6233e-26			0			
956.897			3.71026e-26			0			
957.069			3.80688e-26			0			
957.241			3.81654e-26			0			
957.414			3.91316e-26			0			
957.586			4.03877e-26			0			
957.759			4.16438e-26			0			
957.931			4.24167e-26			0			
958.103			4.32863e-26			0			
958.276			4.38661e-26			0			
958.448			4.49289e-26			0			
958.621			4.66681e-26			0			
958.793			4.77309e-26			0			
958.966			4.86971e-26			0			
959.138			4.94701e-26			0			
959.31			5.02431e-26			0			
959.483			5.14991e-26			0			
959.655			5.32383e-26			0			
959.828			5.48809e-26			0			
960			5.55572e-26			0			
960.172			5.64268e-26			0			
960.345			5.80694e-26			0			
960.517			5.93255e-26			0			
960.69			6.02917e-26			0			
960.862			6.14511e-26			0			
961.034			6.29971e-26			0			
961.207			6.38667e-26			0			
961.379			6.56059e-26			0			
961.552			6.70552e-26			0			
961.724			6.8118e-26			0			
961.897			6.99538e-26			0			
962.069			7.092e-26			0			
962.241			7.23693e-26			0			
962.414			7.38187e-26			0			
962.586			7.54612e-26			0			
962.759			7.61376e-26			0			
962.931			7.73937e-26			0			
963.103			7.84565e-26			0			
963.276			8.03889e-26			0			
963.448			8.19349e-26			0			
963.621			8.30943e-26			0			
963.793			8.4447e-26			0			
963.966			8.60896e-26			0			
964.138			8.7249e-26			0			
964.31			8.89882e-26			0			
964.483			8.95679e-26			0			
964.655			9.12105e-26			0			
964.828			9.30463e-26			0			
965			9.41091e-26			0			
965.172			9.55585e-26			0			
965.345			9.66213e-26			0			
965.517			9.85537e-26			0			
965.69			9.95199e-26			0			
965.862			1.00486e-25			0			
966.034			1.02419e-25			0			
966.207			1.03385e-25			0			
966.379			1.04351e-25			0			
966.552			1.0725e-25			0			
966.724			1.0725e-25			0			
966.897			1.08216e-25			0			
967.069			1.10148e-25			0			
967.241			1.11114e-25			0			
967.414			1.13047e-25			0			
967.586			1.14013e-25			0			
967.759			1.14979e-25			0			
967.931			1.16912e-25			0			
968.103			1.17878e-25			0			
968.276			1.18844e-25			0			
968.448			1.1981e-25			0			
968.621			1.21743e-25			0			
968.793			1.22709e-25			0			
968.966			1.23675e-25			0			
969.138			1.24641e-25			0			
969.31			1.26574e-25			0			
969.483			1.2754e-25			0			
969.655			1.29473e-25			0			
969.828			1.30439e-25			0			
970			1.31405e-25			0			
970.172			1.33337e-25			0			
970.345			1.34304e-25			0			
970.517			1.3527e-25			0			
970.69			1.37202e-25			0			
970.862			1.38168e-25			0			
971.034			1.40101e-25			0			
971.207			1.42033e-25			0			
971.379			1.43e-25			0			
971.552			1.43966e-25			0			
971.724			1.45898e-25			0			
971.897			1.47831e-25			0			
972.069			1.50729e-25			0			
972.241			1.50729e-25			0			
972.414			1.51695e-25			0			
972.586			1.54594e-25			0			
972.759			1.56526e-25			0			
972.931			1.58459e-25			0			
973.103			1.59425e-25			0			
973.276			1.61358e-25			0			
973.448			1.65222e-25			0			
973.621			1.66189e-25			0			
973.793			1.68121e-25			0			
973.966			1.70053e-25			0			
974.138			1.71986e-25			0			
974.31			1.74885e-25			0			
974.483			1.77783e-25			0			
974.655			1.79716e-25			0			
974.828			1.80682e-25			0			
975			1.8358e-25			0			
975.172			1.88412e-25			0			
975.345			1.90344e-25			0			
975.517			1.92276e-25			0			
975.69			1.94209e-25			0			
975.862			1.97107e-25			0			
976.034			2.01939e-25			0			
976.207			2.03871e-25			0			
976.379			2.07736e-25			0			
976.552			2.07736e-25			0			
976.724			2.09668e-25			0			
976.897			2.11601e-25			0			
977.069			2.13533e-25			0			
977.241			2.17398e-25			0			
977.414			2.17398e-25			0			
977.586			2.20297e-25			0			
977.759			2.22229e-25			0			
977.931			2.20297e-25			0			
978.103			2.23195e-25			0			
978.276			2.24161e-25			0			
978.448			2.23195e-25			0			
978.621			2.22229e-25			0			
978.793			2.20297e-25			0			
978.966			2.18364e-25			0			
979.138			2.15465e-25			0			
979.31			2.15465e-25			0			
979.483			2.10634e-25			0			
979.655			2.09668e-25			0			
979.828			2.04837e-25			0			
980			2.00006e-25			0			
980.172			1.98074e-25			0			
980.345			1.97107e-25			0			
980.517			1.9131e-25			0			
980.69			1.89378e-25			0			
980.862			1.85513e-25			0			
981.034			1.82614e-25			0			
981.207			1.78749e-25			0			
981.379			1.78749e-25			0			
981.552			1.72952e-25			0			
981.724			1.7102e-25			0			
981.897			1.67155e-25			0			
982.069			1.65222e-25			0			
982.241			1.6329e-25			0			
982.414			1.60391e-25			0			
982.586			1.58459e-25			0			
982.759			1.58459e-25			0			
982.931			1.56526e-25			0			
983.103			1.52662e-25			0			
983.276			1.50729e-25			0			
983.448			1.48797e-25			0			
983.621			1.48797e-25			0			
983.793			1.44932e-25			0			
983.966			1.42033e-25			0			
984.138			1.41067e-25			0			
984.31			1.38168e-25			0			
984.483			1.37202e-25			0			
984.655			1.33337e-25			0			
984.828			1.30439e-25			0			
985			1.28506e-25			0			
985.172			1.28506e-25			0			
985.345			1.24641e-25			0			
985.517			1.21743e-25			0			
985.69			1.1981e-25			0			
985.862			1.17878e-25			0			
986.034			1.15946e-25			0			
986.207			1.13047e-25			0			
986.379			1.13047e-25			0			
986.552			1.10148e-25			0			
986.724			1.0725e-25			0			
986.897			1.05317e-25			0			
987.069			1.05317e-25			0			
987.241			1.01452e-25			0			
987.414			9.95199e-26			0			
987.586			9.75875e-26			0			
987.759			9.75875e-26			0			
987.931			9.5172e-26			0			
988.103			9.31429e-26			0			
988.276			9.19835e-26			0			
988.448			9.04375e-26			0			
988.621			9.0051e-26			0			
988.793			8.89882e-26			0			
988.966			8.69592e-26			0			
989.138			8.51234e-26			0			
989.31			8.58963e-26			0			
989.483			8.42538e-26			0			
989.655			8.20315e-26			0			
989.828			8.05822e-26			0			
990			7.99058e-26			0			
990.172			7.84565e-26			0			
990.345			7.84565e-26			0			
990.517			7.83599e-26			0			
990.69			7.65241e-26			0			
990.862			7.50747e-26			0			
991.034			7.36254e-26			0			
991.207			7.29491e-26			0			
991.379			7.14031e-26			0			
991.552			7.2466e-26			0			
991.724			7.19829e-26			0			
991.897			7.01471e-26			0			
992.069			6.89876e-26			0			
992.241			6.79248e-26			0			
992.414			6.76349e-26			0			
992.586			6.68619e-26			0			
992.759			6.62822e-26			0			
992.931			6.55092e-26			0			
993.103			6.43498e-26			0			
993.276			6.32869e-26			0			
993.448			6.2514e-26			0			
993.621			6.19342e-26			0			
993.793			6.18376e-26			0			
993.966			6.05816e-26			0			
994.138			5.98086e-26			0			
994.31			6.00984e-26			0			
994.483			5.88424e-26			0			
994.655			5.76829e-26			0			
994.828			5.68133e-26			0			
995			5.59437e-26			0			
995.172			5.5364e-26			0			
